past_tr_id,past_tr_departure,past_tr_return,past_tr_dest_count,past_tr_participants,past_tr_revenue
56,2022-03-19 01:00:00,2022-03-26 16:00:00,1,27,3505.06
57,2022-04-16 18:00:00,2022-04-30 04:00:00,3,32,1261.03
58,2020-08-31 03:00:00,2020-09-04 00:00:00,2,41,2655.71
59,2021-06-25 03:00:00,2021-07-07 07:00:00,4,7,2132.8
60,2020-01-25 23:00:00,2020-02-09 00:00:00,4,42,3487.92
61,2022-11-16 05:00:00,2022-11-23 02:00:00,2,28,1064.53
62,2021-07-25 11:00:00,2021-07-31 10:00:00,2,49,921.18
63,2020-01-02 21:00:00,2020-01-08 16:00:00,1,16,429.82
64,2022-02-07 21:00:00,2022-02-13 10:00:00,2,22,4471.83
65,2020-03-16 15:00:00,2020-03-23 11:00:00,2,25,1559.5
66,2022-02-11 04:00:00,2022-02-24 04:00:00,1,11,4428.11
67,2020-11-23 20:00:00,2020-11-28 00:00:00,4,18,454.43
68,2021-03-01 06:00:00,2021-03-07 18:00:00,4,36,4432.5
69,2021-12-30 09:00:00,2022-01-03 11:00:00,3,49,3761.52
70,2022-10-27 10:00:00,2022-11-05 19:00:00,3,48,4408.75
71,2020-10-12 06:00:00,2020-10-13 09:00:00,1,21,914.81
72,2021-10-05 23:00:00,2021-10-10 01:00:00,5,49,1653.88
73,2021-12-15 03:00:00,2021-12-25 07:00:00,1,45,2281.63
74,2020-01-25 13:00:00,2020-02-08 13:00:00,3,47,4291.24
75,2022-01-23 03:00:00,2022-01-31 00:00:00,3,29,1994.85
76,2020-10-26 08:00:00,2020-10-30 18:00:00,1,2,2500.93
77,2021-03-26 10:00:00,2021-04-04 22:00:00,1,38,496.58
78,2022-07-18 11:00:00,2022-07-25 12:00:00,3,18,3525.98
79,2020-12-27 04:00:00,2021-01-04 22:00:00,1,38,4595.88
80,2022-09-01 02:00:00,2022-09-07 22:00:00,5,43,2613.56
81,2021-11-19 21:00:00,2021-12-03 22:00:00,4,29,3521.93
82,2022-06-05 02:00:00,2022-06-10 11:00:00,5,50,4151.18
83,2020-06-22 15:00:00,2020-07-01 21:00:00,4,41,1005.45
84,2020-09-26 02:00:00,2020-10-02 18:00:00,1,12,1598.61
85,2021-04-27 23:00:00,2021-05-10 02:00:00,4,42,3675.67
86,2021-04-28 20:00:00,2021-05-07 22:00:00,2,13,3943.99
87,2021-03-07 23:00:00,2021-03-12 05:00:00,1,50,3287.79
88,2021-07-26 20:00:00,2021-08-04 11:00:00,3,28,4526.75
89,2022-04-28 00:00:00,2022-05-03 18:00:00,5,41,1500.57
90,2020-12-15 21:00:00,2020-12-17 11:00:00,5,49,4466.35
91,2020-08-27 13:00:00,2020-08-30 16:00:00,5,20,2002.14
92,2022-07-18 01:00:00,2022-08-01 14:00:00,1,3,2896.7
93,2020-01-17 13:00:00,2020-01-25 21:00:00,1,7,2258.39
94,2020-01-17 11:00:00,2020-01-27 15:00:00,4,13,3564.73
95,2020-05-30 04:00:00,2020-06-04 00:00:00,2,24,2425.94
96,2021-09-15 10:00:00,2021-09-24 11:00:00,3,45,3614.3
97,2020-04-30 07:00:00,2020-05-06 00:00:00,1,36,1578.88
98,2020-09-12 11:00:00,2020-09-21 07:00:00,3,39,3975.68
99,2021-03-16 11:00:00,2021-03-27 16:00:00,3,26,684.96
100,2020-11-21 11:00:00,2020-11-29 01:00:00,3,43,4734.7
101,2021-09-20 21:00:00,2021-10-02 13:00:00,3,39,1447.48
102,2020-05-21 19:00:00,2020-05-23 03:00:00,5,8,1201.16
103,2020-06-28 08:00:00,2020-07-12 10:00:00,2,42,2626.8
104,2021-05-16 01:00:00,2021-05-21 18:00:00,3,37,3894.44
105,2021-10-04 16:00:00,2021-10-06 21:00:00,3,10,3461.56
106,2022-09-08 01:00:00,2022-09-14 00:00:00,3,13,2724.12
107,2021-08-14 20:00:00,2021-08-28 05:00:00,5,33,3677.52
108,2020-08-21 16:00:00,2020-08-30 12:00:00,1,33,2555.73
109,2022-04-01 19:00:00,2022-04-12 20:00:00,4,3,1708.62
110,2021-06-11 19:00:00,2021-06-21 17:00:00,3,28,1354.38
111,2020-10-10 17:00:00,2020-10-23 13:00:00,5,13,1512.7
112,2021-05-24 08:00:00,2021-06-04 16:00:00,4,9,2945.3
113,2020-12-20 20:00:00,2020-12-25 01:00:00,5,48,3646.45
114,2022-01-11 19:00:00,2022-01-15 06:00:00,4,40,3016.64
115,2021-05-29 06:00:00,2021-06-12 09:00:00,2,5,1225.3
116,2021-05-30 09:00:00,2021-06-08 14:00:00,5,47,1111.29
117,2021-01-08 08:00:00,2021-01-22 17:00:00,4,11,249.46
118,2020-07-28 00:00:00,2020-08-01 16:00:00,5,42,147.52
119,2021-12-27 16:00:00,2022-01-03 19:00:00,4,26,3503.95
120,2021-11-19 10:00:00,2021-11-27 17:00:00,3,33,1001.93
121,2022-06-19 12:00:00,2022-07-03 06:00:00,1,40,3492.06
122,2021-07-17 12:00:00,2021-07-18 21:00:00,4,16,4234.83
123,2022-07-02 22:00:00,2022-07-14 00:00:00,2,17,2724.5
124,2021-05-01 06:00:00,2021-05-08 19:00:00,5,48,640.04
125,2020-08-27 00:00:00,2020-08-30 22:00:00,1,46,2363.44
126,2020-03-03 03:00:00,2020-03-08 23:00:00,3,49,3176.34
127,2022-04-04 08:00:00,2022-04-18 22:00:00,4,29,4611.03
128,2022-05-03 12:00:00,2022-05-10 05:00:00,4,42,340.14
129,2021-12-07 09:00:00,2021-12-08 17:00:00,3,30,1425.46
130,2021-05-20 04:00:00,2021-05-29 18:00:00,5,14,2008.06
131,2020-11-19 03:00:00,2020-12-04 01:00:00,4,32,2154.5
132,2022-07-21 12:00:00,2022-08-03 20:00:00,2,6,3873.19
133,2022-11-13 02:00:00,2022-11-21 02:00:00,4,35,578.71
134,2022-08-27 12:00:00,2022-09-10 05:00:00,4,28,1958.91
135,2022-01-19 21:00:00,2022-01-31 11:00:00,2,44,2905.95
136,2021-03-27 01:00:00,2021-04-10 22:00:00,2,11,1824.48
137,2022-10-29 16:00:00,2022-11-05 02:00:00,1,27,2600.46
138,2022-01-26 09:00:00,2022-02-03 17:00:00,1,33,3199.1
139,2020-10-07 22:00:00,2020-10-17 10:00:00,5,39,3791.79
140,2020-01-24 06:00:00,2020-02-08 05:00:00,4,49,2200.87
141,2022-05-31 04:00:00,2022-06-13 06:00:00,3,41,4262.77
142,2022-02-07 00:00:00,2022-02-21 14:00:00,1,47,2980.57
143,2020-06-30 22:00:00,2020-07-09 18:00:00,4,14,1258.92
144,2020-09-04 17:00:00,2020-09-19 00:00:00,1,12,4642.13
145,2021-09-28 00:00:00,2021-10-04 03:00:00,1,7,895.16
146,2022-12-29 01:00:00,2023-01-08 06:00:00,4,5,2337.66
147,2021-03-25 09:00:00,2021-03-29 13:00:00,2,17,2054.01
148,2020-10-16 10:00:00,2020-10-26 13:00:00,1,3,3138.74
149,2022-08-21 19:00:00,2022-08-28 22:00:00,3,11,3666.13
150,2020-09-10 02:00:00,2020-09-12 06:00:00,2,32,3068.94
151,2020-02-22 03:00:00,2020-03-01 15:00:00,1,10,2854.43
152,2020-09-08 22:00:00,2020-09-12 06:00:00,2,12,2068.66
153,2022-09-09 08:00:00,2022-09-15 07:00:00,2,10,2894.63
154,2021-11-25 02:00:00,2021-12-07 01:00:00,1,34,1494.41
155,2022-06-10 13:00:00,2022-06-20 06:00:00,3,21,3579.29
156,2020-08-14 15:00:00,2020-08-21 09:00:00,5,24,1444.55
157,2022-05-01 06:00:00,2022-05-06 19:00:00,2,24,3154.86
158,2022-07-19 18:00:00,2022-07-25 12:00:00,1,48,2195.77
159,2020-08-19 21:00:00,2020-08-30 02:00:00,3,26,1218.02
160,2021-07-21 05:00:00,2021-07-31 04:00:00,4,49,2044.04
161,2022-03-11 02:00:00,2022-03-19 21:00:00,1,12,4785.4
162,2020-03-21 02:00:00,2020-04-04 01:00:00,2,47,3498.41
163,2020-01-06 22:00:00,2020-01-14 04:00:00,1,40,2754.08
164,2022-08-07 10:00:00,2022-08-21 01:00:00,4,46,2893.36
165,2021-01-10 10:00:00,2021-01-18 15:00:00,2,17,204.16
166,2022-10-22 12:00:00,2022-11-06 07:00:00,2,5,2479.39
167,2021-10-13 12:00:00,2021-10-26 12:00:00,2,21,1812.55
168,2021-09-29 16:00:00,2021-10-01 01:00:00,4,46,2641.66
169,2020-07-11 16:00:00,2020-07-24 12:00:00,1,8,668.27
170,2020-10-17 15:00:00,2020-10-25 14:00:00,5,19,3136.96
171,2020-07-01 16:00:00,2020-07-13 05:00:00,2,15,2077.26
172,2020-12-20 10:00:00,2020-12-29 02:00:00,3,33,2239.48
173,2022-09-24 02:00:00,2022-10-08 08:00:00,3,37,878.5
174,2021-03-05 09:00:00,2021-03-09 10:00:00,3,2,171.94
175,2022-10-22 17:00:00,2022-10-30 19:00:00,5,29,2493.55
176,2022-12-22 04:00:00,2023-01-03 07:00:00,3,23,1274.87
177,2020-01-21 20:00:00,2020-01-30 00:00:00,1,15,1587.0
178,2021-03-04 20:00:00,2021-03-09 04:00:00,5,35,466.91
179,2022-03-11 21:00:00,2022-03-14 13:00:00,3,17,3014.38
180,2020-03-14 09:00:00,2020-03-19 05:00:00,1,21,3021.8
181,2020-09-10 02:00:00,2020-09-13 10:00:00,3,12,2538.71
182,2021-09-14 00:00:00,2021-09-25 21:00:00,5,45,1433.9
183,2021-07-15 01:00:00,2021-07-20 23:00:00,4,17,2841.39
184,2021-03-10 09:00:00,2021-03-21 09:00:00,3,50,3591.58
185,2020-01-06 13:00:00,2020-01-17 08:00:00,5,32,3231.49
186,2020-06-02 04:00:00,2020-06-06 19:00:00,3,13,172.41
187,2020-07-22 02:00:00,2020-07-23 14:00:00,3,38,4365.51
188,2020-06-12 08:00:00,2020-06-14 22:00:00,3,47,3122.54
189,2022-11-06 22:00:00,2022-11-15 02:00:00,4,4,2950.59
190,2022-02-05 11:00:00,2022-02-15 20:00:00,5,31,3427.92
191,2021-07-16 14:00:00,2021-07-28 18:00:00,1,25,3584.94
192,2020-06-25 20:00:00,2020-06-27 08:00:00,3,27,882.28
193,2022-12-14 20:00:00,2022-12-20 12:00:00,2,26,932.7
194,2021-09-22 17:00:00,2021-10-04 07:00:00,2,21,2091.75
195,2020-06-12 06:00:00,2020-06-23 02:00:00,4,42,4958.73
196,2020-01-19 06:00:00,2020-01-29 14:00:00,3,36,2142.08
197,2022-08-11 20:00:00,2022-08-22 22:00:00,3,27,4801.84
198,2022-04-21 15:00:00,2022-04-28 06:00:00,1,25,1184.68
199,2022-08-06 00:00:00,2022-08-19 09:00:00,5,25,3414.57
200,2022-03-09 18:00:00,2022-03-11 13:00:00,4,46,2158.81
201,2022-02-22 08:00:00,2022-03-04 19:00:00,2,12,1186.38
202,2022-02-24 16:00:00,2022-03-04 08:00:00,3,41,1963.07
203,2021-10-27 16:00:00,2021-11-05 21:00:00,3,32,3964.05
204,2020-11-16 19:00:00,2020-11-24 16:00:00,1,3,4476.93
205,2022-07-29 05:00:00,2022-08-13 01:00:00,5,2,4049.0
206,2020-04-23 15:00:00,2020-05-02 10:00:00,3,28,4744.15
207,2020-03-26 07:00:00,2020-04-03 15:00:00,5,5,4484.29
208,2022-08-27 19:00:00,2022-09-01 16:00:00,3,27,3994.32
209,2021-01-22 22:00:00,2021-01-29 14:00:00,1,25,3340.0
210,2021-12-27 23:00:00,2022-01-05 11:00:00,2,24,4308.22
211,2022-04-05 10:00:00,2022-04-09 04:00:00,2,16,2529.83
212,2020-07-13 01:00:00,2020-07-20 17:00:00,2,28,3717.05
213,2022-08-16 11:00:00,2022-08-29 17:00:00,2,28,1423.29
214,2020-03-06 13:00:00,2020-03-08 20:00:00,4,10,2870.99
215,2020-09-13 21:00:00,2020-09-24 06:00:00,3,27,2710.93
216,2022-04-16 00:00:00,2022-04-28 01:00:00,1,29,4989.75
217,2020-02-27 00:00:00,2020-03-05 15:00:00,4,37,1751.38
218,2021-02-17 11:00:00,2021-02-19 04:00:00,2,48,2637.77
219,2022-09-12 11:00:00,2022-09-22 11:00:00,2,40,1586.47
220,2020-03-13 17:00:00,2020-03-15 00:00:00,5,22,983.24
221,2021-12-27 17:00:00,2022-01-03 17:00:00,1,5,1640.74
222,2020-05-29 15:00:00,2020-05-31 11:00:00,1,39,714.38
223,2020-05-09 01:00:00,2020-05-20 17:00:00,1,14,340.94
224,2022-12-18 04:00:00,2022-12-24 07:00:00,1,9,1018.99
225,2022-06-20 03:00:00,2022-06-28 03:00:00,5,13,3575.06
226,2022-11-02 21:00:00,2022-11-15 01:00:00,5,27,926.39
227,2021-12-05 01:00:00,2021-12-07 17:00:00,5,16,1353.86
228,2021-08-29 09:00:00,2021-09-11 22:00:00,2,35,3433.23
229,2021-05-01 02:00:00,2021-05-14 09:00:00,5,50,263.26
230,2020-11-18 17:00:00,2020-11-24 23:00:00,3,19,179.38
231,2020-09-14 07:00:00,2020-09-15 23:00:00,2,39,1314.76
232,2021-11-16 15:00:00,2021-11-18 01:00:00,4,30,1276.51
233,2020-10-28 00:00:00,2020-11-07 22:00:00,5,1,1484.18
234,2022-10-08 07:00:00,2022-10-13 09:00:00,5,10,250.95
235,2020-04-07 12:00:00,2020-04-20 20:00:00,5,47,237.26
236,2020-09-25 20:00:00,2020-10-04 05:00:00,2,17,4104.53
237,2022-04-18 13:00:00,2022-04-26 18:00:00,2,29,929.97
238,2020-12-31 15:00:00,2021-01-07 14:00:00,1,13,933.53
239,2020-06-13 11:00:00,2020-06-15 12:00:00,1,20,497.1
240,2020-02-25 07:00:00,2020-02-28 09:00:00,3,32,2993.16
241,2022-01-23 18:00:00,2022-01-30 10:00:00,1,17,191.53
242,2021-08-23 02:00:00,2021-08-24 10:00:00,5,43,4485.3
243,2021-04-05 13:00:00,2021-04-08 19:00:00,2,25,2646.04
244,2022-03-09 16:00:00,2022-03-10 23:00:00,5,38,4086.04
245,2021-04-07 00:00:00,2021-04-11 03:00:00,3,18,1485.77
246,2022-07-14 18:00:00,2022-07-21 19:00:00,1,25,563.11
247,2022-02-10 05:00:00,2022-02-22 20:00:00,5,47,3672.21
248,2022-05-27 08:00:00,2022-05-29 06:00:00,2,17,135.14
249,2021-04-05 12:00:00,2021-04-12 06:00:00,4,49,3946.28
250,2021-07-25 20:00:00,2021-08-06 16:00:00,2,32,3131.8
251,2022-09-29 21:00:00,2022-10-02 23:00:00,5,21,754.85
252,2022-04-27 06:00:00,2022-05-06 00:00:00,4,5,517.89
253,2022-04-21 15:00:00,2022-04-25 14:00:00,5,50,1334.48
254,2022-06-17 21:00:00,2022-07-02 04:00:00,1,28,1531.15
255,2021-01-25 13:00:00,2021-02-06 18:00:00,5,25,4875.56
256,2020-02-28 01:00:00,2020-03-01 05:00:00,3,17,987.68
257,2022-01-11 21:00:00,2022-01-25 05:00:00,4,16,1974.24
258,2021-08-16 10:00:00,2021-08-30 16:00:00,5,39,1993.02
259,2021-05-19 01:00:00,2021-05-23 20:00:00,4,40,1318.04
260,2021-09-03 16:00:00,2021-09-14 10:00:00,5,40,2628.26
261,2020-03-25 16:00:00,2020-04-04 11:00:00,1,40,1065.87
262,2021-11-09 21:00:00,2021-11-20 22:00:00,4,36,282.27
263,2020-07-27 00:00:00,2020-08-02 14:00:00,2,40,3774.94
264,2021-01-18 23:00:00,2021-02-01 02:00:00,3,12,3564.48
265,2021-05-12 16:00:00,2021-05-14 05:00:00,2,6,3018.57
266,2022-12-12 20:00:00,2022-12-18 00:00:00,3,12,659.0
267,2022-09-10 02:00:00,2022-09-18 12:00:00,1,28,4288.69
268,2022-07-28 21:00:00,2022-07-30 12:00:00,4,49,3026.28
269,2022-05-17 19:00:00,2022-05-31 23:00:00,3,45,548.23
270,2020-04-27 01:00:00,2020-05-05 18:00:00,2,43,1472.28
271,2022-12-11 04:00:00,2022-12-16 02:00:00,2,43,2466.0
272,2021-07-10 18:00:00,2021-07-21 02:00:00,5,42,3578.8
273,2020-05-12 13:00:00,2020-05-18 12:00:00,2,14,914.5
274,2022-09-30 15:00:00,2022-10-02 05:00:00,5,36,2005.07
275,2022-12-24 07:00:00,2022-12-29 03:00:00,5,26,1776.21
276,2022-09-09 06:00:00,2022-09-17 04:00:00,5,37,1855.54
277,2021-11-09 02:00:00,2021-11-19 16:00:00,1,38,3507.56
278,2020-04-17 22:00:00,2020-04-27 21:00:00,5,50,4297.78
279,2022-10-14 12:00:00,2022-10-27 12:00:00,3,3,3070.55
280,2022-01-13 01:00:00,2022-01-21 02:00:00,2,7,4632.42
281,2021-12-20 11:00:00,2022-01-04 10:00:00,1,12,3263.62
282,2020-08-08 13:00:00,2020-08-14 04:00:00,1,21,1054.36
283,2020-02-02 01:00:00,2020-02-15 12:00:00,5,27,1701.1
284,2021-01-03 12:00:00,2021-01-14 19:00:00,1,39,3513.14
285,2020-08-19 16:00:00,2020-08-30 06:00:00,1,10,2163.18
286,2022-04-23 08:00:00,2022-05-04 09:00:00,4,31,155.6
287,2021-03-21 14:00:00,2021-03-31 11:00:00,2,13,240.04
288,2022-03-02 12:00:00,2022-03-13 09:00:00,2,3,3362.41
289,2021-10-29 12:00:00,2021-11-07 11:00:00,4,22,3212.04
290,2020-03-01 21:00:00,2020-03-11 05:00:00,3,14,2479.53
291,2022-02-09 14:00:00,2022-02-19 14:00:00,3,14,2317.61
292,2022-07-12 20:00:00,2022-07-26 12:00:00,1,7,4246.66
293,2022-11-12 15:00:00,2022-11-17 15:00:00,4,29,1310.05
294,2020-10-14 03:00:00,2020-10-21 19:00:00,5,20,3160.85
295,2020-11-30 03:00:00,2020-12-03 05:00:00,5,50,1184.5
296,2022-07-25 03:00:00,2022-07-28 07:00:00,2,47,1752.25
297,2021-05-04 21:00:00,2021-05-14 20:00:00,5,12,4584.55
298,2021-05-18 12:00:00,2021-05-21 17:00:00,1,2,4004.66
299,2021-06-21 09:00:00,2021-06-25 21:00:00,1,12,1933.93
300,2022-09-15 00:00:00,2022-09-24 20:00:00,3,50,4968.03
301,2021-02-08 06:00:00,2021-02-15 14:00:00,3,10,4025.08
302,2022-10-09 04:00:00,2022-10-14 08:00:00,2,39,3917.34
303,2022-03-15 19:00:00,2022-03-20 21:00:00,3,27,3042.33
304,2022-10-15 17:00:00,2022-10-19 09:00:00,1,5,2992.75
305,2020-01-09 19:00:00,2020-01-19 02:00:00,2,39,3809.12
306,2021-04-24 17:00:00,2021-05-04 18:00:00,5,2,394.46
307,2022-04-17 22:00:00,2022-05-02 12:00:00,4,21,221.6
308,2022-04-01 11:00:00,2022-04-12 15:00:00,1,7,741.68
309,2022-05-06 14:00:00,2022-05-12 11:00:00,3,10,668.33
310,2020-09-23 14:00:00,2020-10-02 18:00:00,2,15,1919.19
311,2020-09-13 15:00:00,2020-09-22 15:00:00,2,20,341.51
312,2022-01-08 13:00:00,2022-01-23 06:00:00,2,33,3185.53
313,2020-07-01 16:00:00,2020-07-06 20:00:00,3,32,2930.98
314,2020-05-18 23:00:00,2020-06-02 03:00:00,5,38,4792.13
315,2021-11-12 21:00:00,2021-11-16 12:00:00,4,43,3762.43
316,2020-10-01 02:00:00,2020-10-11 07:00:00,4,38,3111.64
317,2021-08-29 10:00:00,2021-08-31 12:00:00,1,37,1824.27
318,2021-10-09 08:00:00,2021-10-19 20:00:00,4,49,572.39
319,2020-06-05 00:00:00,2020-06-16 01:00:00,2,37,910.04
320,2021-04-11 15:00:00,2021-04-18 18:00:00,3,38,596.3
321,2021-07-12 01:00:00,2021-07-15 11:00:00,4,11,3220.35
322,2020-12-25 16:00:00,2021-01-06 14:00:00,4,12,2972.04
323,2022-10-31 23:00:00,2022-11-14 19:00:00,5,21,3316.93
324,2022-03-30 13:00:00,2022-04-01 00:00:00,5,32,895.26
325,2022-05-09 14:00:00,2022-05-19 19:00:00,2,22,1558.15
326,2021-04-30 15:00:00,2021-05-05 03:00:00,4,1,4721.91
327,2020-03-05 12:00:00,2020-03-09 13:00:00,4,46,3071.17
328,2022-04-21 05:00:00,2022-04-25 19:00:00,3,20,3850.07
329,2021-11-16 00:00:00,2021-11-29 23:00:00,5,50,1652.53
330,2020-12-11 06:00:00,2020-12-16 14:00:00,1,9,1436.7
331,2021-03-01 08:00:00,2021-03-07 10:00:00,2,19,1890.95
332,2021-05-07 04:00:00,2021-05-18 23:00:00,3,32,2882.85
333,2021-07-23 07:00:00,2021-07-28 01:00:00,4,24,2155.48
334,2020-03-11 16:00:00,2020-03-18 00:00:00,2,31,2625.53
335,2022-10-03 13:00:00,2022-10-17 00:00:00,5,31,1159.62
336,2020-11-13 18:00:00,2020-11-28 02:00:00,1,20,3193.32
337,2021-11-30 17:00:00,2021-12-03 20:00:00,4,5,144.81
338,2022-08-14 00:00:00,2022-08-26 18:00:00,2,21,4686.32
339,2022-03-05 06:00:00,2022-03-15 17:00:00,3,4,3839.34
340,2021-02-01 16:00:00,2021-02-09 08:00:00,1,17,1778.24
341,2021-07-26 06:00:00,2021-07-28 05:00:00,5,21,2994.95
342,2020-02-01 09:00:00,2020-02-06 14:00:00,5,48,3691.57
343,2022-03-05 01:00:00,2022-03-15 21:00:00,4,29,1006.36
344,2021-10-01 01:00:00,2021-10-04 15:00:00,2,8,1851.02
345,2022-04-30 23:00:00,2022-05-11 09:00:00,3,38,1214.31
346,2021-09-01 10:00:00,2021-09-09 20:00:00,3,17,4547.33
347,2021-07-21 12:00:00,2021-08-03 11:00:00,5,9,2866.5
348,2022-05-12 18:00:00,2022-05-27 01:00:00,2,26,2970.4
349,2022-12-15 03:00:00,2022-12-28 18:00:00,5,38,1780.78
350,2020-08-31 00:00:00,2020-09-03 15:00:00,1,41,313.31
351,2021-05-29 05:00:00,2021-06-02 04:00:00,5,7,3692.29
352,2022-07-17 20:00:00,2022-07-27 06:00:00,2,33,4502.39
353,2021-10-05 10:00:00,2021-10-07 05:00:00,4,3,2181.05
354,2021-12-08 05:00:00,2021-12-12 10:00:00,5,1,3401.1
355,2020-01-30 23:00:00,2020-02-02 16:00:00,2,7,3265.78
356,2020-10-19 09:00:00,2020-10-29 09:00:00,3,25,4922.43
357,2021-07-20 14:00:00,2021-07-26 19:00:00,2,1,3489.65
358,2021-05-04 22:00:00,2021-05-13 02:00:00,5,33,4531.94
359,2022-02-13 06:00:00,2022-02-27 07:00:00,4,15,928.1
360,2020-04-04 17:00:00,2020-04-11 21:00:00,3,32,3514.64
361,2020-12-01 07:00:00,2020-12-12 12:00:00,4,18,1782.6
362,2021-03-31 07:00:00,2021-04-14 05:00:00,3,46,4169.09
363,2021-09-24 04:00:00,2021-10-03 14:00:00,4,38,2029.6
364,2021-10-24 12:00:00,2021-10-27 17:00:00,3,28,3418.56
365,2022-04-10 16:00:00,2022-04-14 11:00:00,2,41,1233.66
366,2020-01-13 00:00:00,2020-01-24 09:00:00,3,23,4769.94
367,2021-06-01 10:00:00,2021-06-10 14:00:00,2,27,2205.41
368,2020-08-26 05:00:00,2020-09-01 16:00:00,2,22,2729.02
369,2020-10-14 21:00:00,2020-10-21 17:00:00,3,9,2828.97
370,2022-04-01 07:00:00,2022-04-15 08:00:00,1,45,179.27
371,2022-05-25 18:00:00,2022-06-02 22:00:00,4,31,597.0
372,2020-10-04 04:00:00,2020-10-15 15:00:00,1,10,374.37
373,2020-07-20 20:00:00,2020-07-30 00:00:00,4,34,4250.21
374,2020-11-20 08:00:00,2020-11-25 06:00:00,5,11,2976.55
375,2020-07-15 19:00:00,2020-07-23 01:00:00,1,43,350.29
376,2021-07-31 13:00:00,2021-08-05 12:00:00,1,26,2207.5
377,2022-02-14 01:00:00,2022-02-17 15:00:00,3,5,4352.41
